Periodo,Ciudad,Operacion,Tipo,Colonia,n,precio_representativo,precio_min,precio_max,precio_skew,precio_metodo,area_m2_representativo,area_m2_min,area_m2_max,area_m2_skew,area_m2_metodo,PxM2_representativo,PxM2_min,PxM2_max,PxM2_skew,PxM2_metodo
Sep25,Zap,Ven,Cas,Parques de Tesistán,5,1939000.0,1280000.0,2790000.0,0.05063024817849406,mediana_rango,80.0,61.0,120.0,0.6050420455950721,mediana_rango,19708.33333333333,18285.714285714286,34875.0,0.8719817984602484,mediana_rango
Sep25,Zap,Ven,Cas,Parques de Tesistán III,5,1899000.0,1250000.0,2364000.0,0.1802017240115945,mediana_rango,87.0,47.0,120.0,0.30922912517962303,mediana_rango,21827.58620689655,19700.0,26595.744680851065,1.6057856857537434,mediana_rango
Sep25,Zap,Ven,Cas,Paseos del Parque,6,11195000.0,11100000.0,13280000.0,1.5405198251721812,mediana_rango,245.0,245.0,318.0,2.42483472966965,mediana_rango,45500.0,41761.00628930818,48800.0,-0.29126530240945925,mediana_rango
Sep25,Zap,Ven,Cas,Paseos del Sol,10,5795000.0,2850000.0,17490400.0,1.9111353072379325,mediana_IQR,145.5,90.0,532.0,1.7135126471866573,mediana_IQR,32309.557985873776,23431.08504398827,60283.68794326241,1.6373662618803284,mediana_IQR
Sep25,Zap,Ven,Cas,Pinar de La Calma,8,4050000.0,2895000.0,10790000.0,1.4911785266307966,mediana_rango,197.5,81.0,356.0,0.3149033359118037,mediana_rango,27928.217009759697,20000.0,37647.05882352941,0.08833612212904744,mediana_rango
Sep25,Zap,Ven,Cas,Pinar de La Venta,20,13650000.0,7500000.0,20200000.0,0.01739798315221648,mediana_IQR,430.0,241.0,900.0,0.5298736633940774,mediana_IQR,28803.030303030304,11946.308724832215,57261.41078838174,0.5583361552776354,mediana_IQR
Sep25,Zap,Ven,Cas,Pontevedra,11,4498000.0,4190000.0,36990000.0,1.9421078062376345,mediana_IQR,183.0,155.0,572.0,1.9096195682389383,mediana_IQR,26060.60606060606,23611.11111111111,74878.54251012146,2.1443414691716978,mediana_IQR
Sep25,Zap,Ven,Cas,Prados Tepeyac,6,12995000.0,10550000.0,23000000.0,1.8217963592453366,mediana_rango,458.0,235.0,530.0,-0.8784549642031717,mediana_rango,34300.492610837435,23529.41176470588,45098.03921568627,0.052907166446139464,mediana_rango
Sep25,Zap,Ven,Cas,Prados Vallarta,16,7755000.0,1250000.0,28700000.0,2.4704302615745717,mediana_IQR,236.0,103.0,776.0,2.1681735420485655,mediana_IQR,29957.599712540425,9780.927835051549,54770.99236641221,0.16938686498536773,mediana_IQR
Sep25,Zap,Ven,Cas,Puerta Las Lomas,31,28900000.0,21277766.0,45000000.0,1.2715561885705378,mediana_IQR,500.0,350.0,866.0,1.155172025328576,mediana_IQR,53518.51851851852,41570.43879907621,84705.88235294117,1.2521435110349883,mediana_IQR
Sep25,Zap,Ven,Cas,Puerta de Hierro,47,30663506.531914894,16000000.0,45000000.0,-0.05564926569600897,media_desv,491.0,291.0,920.0,0.7220893100248195,mediana_IQR,57366.62350513503,36823.52941176471,81098.9010989011,0.4093837399478186,media_desv
Sep25,Zap,Ven,Cas,Puerta de Plata,10,29000000.0,26000000.0,39000000.0,1.298452625932594,mediana_IQR,481.0,453.0,680.0,1.8280681573156843,mediana_IQR,58024.296675191814,48697.12351945855,72847.6821192053,0.5468140454367377,mediana_IQR
Sep25,Zap,Ven,Cas,Puerta del Bosque,15,31574750.0,26359200.0,43039507.0,1.3846462967988649,mediana_IQR,550.0,350.0,762.0,0.051806606906730356,mediana_IQR,58181.81818181818,51219.51219512195,75312.0,0.7168122693566935,mediana_IQR
Sep25,Zap,Ven,Cas,Puerta del Tule,6,13113000.0,10500000.0,14500000.0,-0.4004417966165968,mediana_rango,380.0,224.0,405.0,-2.229654287035279,mediana_rango,36059.12930474334,28441.55844155844,46875.0,0.9552018082264171,mediana_rango
