Ciudad,Colonia,operacion,tipo_propiedad,variable,valor
Zap,San Juan de Ocotán,Ven,Cas,area_m2,330.0
Desconocido,Desconocida,Ven,Cas,area_m2,124.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,308.0
Zap,Lagos del Country,Ven,Cas,area_m2,350.0
Gdl,Vallarta Norte,Ven,Cas,area_m2,308.0
Gdl,El Retiro,Ven,Cas,area_m2,198.0
Zap,Las Fuentes,Ven,Cas,area_m2,322.0
Gdl,Santa Rita,Ven,Cas,area_m2,384.0
Zap,Villa Universitaria,Ven,Cas,area_m2,314.0
Zap,Valle del Fortín,Ven,Cas,area_m2,75.0
Zap,La Toscana,Ven,Cas,area_m2,400.0
Zap,San Isidro Residencial,Ven,Cas,area_m2,210.0
Zap,Francisco Sarabia,Ven,Cas,area_m2,113.0
Gdl,Italia Providencia,Ven,Cas,area_m2,437.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,190.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,400.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,492.0
Zap,Santa Ana Tepetitlán,Ven,Cas,area_m2,127.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,305.0
Zap,Jardines del Valle,Ven,Cas,area_m2,133.0
Zap,Puerta de Plata,Ven,Cas,area_m2,495.0
Zap,Paseos del Sol,Ven,Cas,area_m2,279.0
Zap,La Calma,Ven,Cas,area_m2,208.0
Zap,Valeira,Ven,Cas,area_m2,187.0
Zap,Los Pinos,Ven,Cas,area_m2,90.0
Zap,Valle Imperial,Ven,Cas,area_m2,235.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,780.0
Zap,La Toscana,Ven,Cas,area_m2,457.0
Zap,Colinas del Rey,Ven,Cas,area_m2,200.0
Zap,El Centinela,Ven,Cas,area_m2,254.0
Gdl,Colinas de San Javier,Ven,Cas,area_m2,780.0
Zap,Colinas de La Abadía,Ven,Cas,area_m2,415.0
Gdl,Ladrón de Guevara,Ven,Cas,area_m2,270.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,224.0
Zap,Rinconadas del Bosque,Ven,Cas,area_m2,361.0
Gdl,Chapalita,Ven,Cas,area_m2,170.0
Desconocido,Desconocida,Ven,Cas,area_m2,273.0
Zap,Alcázar Poniente,Ven,Cas,area_m2,500.0
Zap,Arboreto Residencial,Ven,Cas,area_m2,86.0
Zap,Valle de San Isidro,Ven,Cas,area_m2,119.0
Zap,Jardines del Valle,Ven,Cas,area_m2,188.0
Zap,Jardines de Guadalupe,Ven,Cas,area_m2,189.0
Zap,Paseos del Sol,Ven,Cas,area_m2,341.0
Gdl,Zona Centro,Ven,Cas,area_m2,300.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,340.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,160.0
Gdl,Prados Providencia,Ven,Cas,area_m2,350.0
Gdl,Centro Barranquitas,Ven,Cas,area_m2,786.0
Zap,Lomas de Zapopan,Ven,Cas,area_m2,177.0
Zap,La Calma,Ven,Cas,area_m2,156.0
Zap,Bosque de Los Lagos,Ven,Cas,area_m2,671.0
Gdl,Circunvalación Belisario,Ven,Cas,area_m2,138.0
Gdl,Arboledas Sur,Ven,Cas,area_m2,50.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,231.0
Zap,Girasoles Elite,Ven,Cas,area_m2,133.0
Zap,Valle de San Isidro,Ven,Cas,area_m2,116.0
Gdl,Moderna,Ven,Cas,area_m2,184.0
Zap,La Primavera,Ven,Cas,area_m2,300.0
Zap,Valle Real,Ven,Cas,area_m2,500.0
Gdl,Santa Mónica,Ven,Cas,area_m2,256.0
Zap,La Casita,Ven,Cas,area_m2,130.0
Gdl,Verde Valle,Ven,Cas,area_m2,231.0
Zap,El Batan,Ven,Cas,area_m2,90.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,223.0
Zap,Real de Valdepeñas,Ven,Cas,area_m2,220.0
Zap,Jardines del Sol,Ven,Cas,area_m2,297.0
Gdl,Ladrón de Guevara,Ven,Cas,area_m2,312.0
Zap,Camino Real,Ven,Cas,area_m2,225.0
Zap,Villas del Ixtepete,Ven,Cas,area_m2,104.0
Zap,Loma Bonita,Ven,Cas,area_m2,270.0
Zap,Las Palmas,Ven,Cas,area_m2,76.0
Zap,El Campestre,Ven,Cas,area_m2,165.0
Gdl,Colinas de San Javier,Ven,Cas,area_m2,731.0
Zap,Parques de Zapopan,Ven,Cas,area_m2,220.0
Zap,Puerta Aqua,Ven,Cas,area_m2,529.0
Desconocido,Desconocida,Ven,Cas,area_m2,218.0
Zap,Santa Ana Tepetitlán,Ven,Cas,area_m2,160.0
Zap,La Primavera,Ven,Cas,area_m2,250.0
Gdl,San Miguel de Huentitán,Ven,Cas,area_m2,243.0
Zap,Puerta de Plata,Ven,Cas,area_m2,456.0
Desconocido,Desconocida,Ven,Cas,area_m2,102.0
Zap,El Campestre,Ven,Cas,area_m2,212.0
Gdl,Colinas de San Javier,Ven,Cas,area_m2,441.0
Gdl,San Bernardo,Ven,Cas,area_m2,222.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,293.0
Desconocido,Desconocida,Ven,Cas,area_m2,400.0
Zap,Los Robles,Ven,Cas,area_m2,160.0
Gdl,Observatorio,Ven,Cas,area_m2,201.0
Gdl,Jardines Plaza del Sol,Ven,Cas,area_m2,220.0
Zap,Prados Vallarta,Ven,Cas,area_m2,200.0
Gdl,Oblatos,Ven,Cas,area_m2,220.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,212.0
Gdl,El Retiro,Ven,Cas,area_m2,370.0
Zap,Valle Imperial,Ven,Cas,area_m2,206.0
Zap,El Campestre,Ven,Cas,area_m2,136.0
Gdl,Jardines de Santa Isabel,Ven,Cas,area_m2,127.0
Zap,Los Castaños,Ven,Cas,area_m2,600.0
Zap,Tabachines,Ven,Cas,area_m2,205.0
Zap,Cajetes 100,Ven,Cas,area_m2,280.0
Zap,Coto Abie,Ven,Cas,area_m2,135.0
Zap,Colinas de San Javier,Ven,Cas,area_m2,528.0
Desconocido,Desconocida,Ven,Cas,area_m2,231.0
Zap,Jardines de La Patria,Ven,Cas,area_m2,114.0
Gdl,Jardines de Los Arcos,Ven,Cas,area_m2,800.0
Zap,Viveros del Valle,Ven,Cas,area_m2,165.0
Zap,Lomas Altas,Ven,Cas,area_m2,180.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,320.0
Zap,Cima Real,Ven,Cas,area_m2,277.0
Zap,Cordilleras,Ven,Cas,area_m2,521.0
Zap,Las Palomas,Ven,Cas,area_m2,120.0
Zap,Arroyo Hondo,Ven,Cas,area_m2,550.0
Zap,Soare II Coto2,Ven,Cas,area_m2,143.0
Gdl,Colomos Providencia,Ven,Cas,area_m2,270.0
Zap,Misión del Valle,Ven,Cas,area_m2,82.0
Zap,Bosque de Los Virreyes,Ven,Cas,area_m2,400.0
Gdl,Vallarta Norte,Ven,Cas,area_m2,380.0
Zap,Sin Nombre,Ven,Cas,area_m2,206.0
Zap,Los Pinos,Ven,Cas,area_m2,580.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,480.0
Gdl,Country Club,Ven,Cas,area_m2,430.0
Zap,Jardines de La Esperanza,Ven,Cas,area_m2,73.0
Zap,Zotogrande,Ven,Cas,area_m2,400.0
Zap,Sin Nombre,Ven,Cas,area_m2,400.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,520.0
Zap,Argenta Parque Residencial,Ven,Cas,area_m2,170.0
Zap,Puerta Aqua,Ven,Cas,area_m2,420.0
Zap,Bosque de Las Lomas,Ven,Cas,area_m2,680.0
Zap,Valle Imperial,Ven,Cas,area_m2,242.0
Zap,Virreyes,Ven,Cas,area_m2,420.0
Desconocido,Desconocida,Ven,Cas,area_m2,207.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,400.0
Zap,El Campestre,Ven,Cas,area_m2,176.0
Zap,Jardín Real,Ven,Cas,area_m2,350.0
Zap,Las Águilas,Ven,Cas,area_m2,224.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,800.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,450.0
Zap,Luna Bosque Residencial,Ven,Cas,area_m2,90.0
Zap,Valle Real,Ven,Cas,area_m2,550.0
Zap,La Toscana,Ven,Cas,area_m2,350.0
Zap,Pinar de La Venta,Ven,Cas,area_m2,410.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,400.0
Zap,Valle Imperial,Ven,Cas,area_m2,400.0
Zap,Jardín Real,Ven,Cas,area_m2,258.0
Zap,Residencial Chapalita,Ven,Cas,area_m2,460.0
Zap,El Bosque,Ven,Cas,area_m2,157.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,340.0
Zap,Los Almendros,Ven,Cas,area_m2,144.0
Zap,Lomas Altas,Ven,Cas,area_m2,700.0
Zap,Autódromo,Ven,Cas,area_m2,107.0
Zap,Alcázar Poniente,Ven,Cas,area_m2,550.0
Zap,Alcázar Poniente,Ven,Cas,area_m2,650.0
Zap,Arauca II,Ven,Cas,area_m2,380.0
Gdl,Prados Providencia,Ven,Cas,area_m2,523.0
Gdl,Mezquitán,Ven,Cas,area_m2,71.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,550.0
Zap,Sole Real,Ven,Cas,area_m2,321.0
Zap,Colinas de San Javier,Ven,Cas,area_m2,480.0
Gdl,Country Club,Ven,Cas,area_m2,350.0
Zap,Argenta Parque Residencial,Ven,Cas,area_m2,234.0
Zap,Valle Imperial,Ven,Cas,area_m2,282.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,550.0
Zap,La Cima,Ven,Cas,area_m2,140.0
Zap,Alianza de Cazadores Diana,Ven,Cas,area_m2,500.0
Zap,El Colli Urbano,Ven,Cas,area_m2,229.0
Zap,Villa Universitaria,Ven,Cas,area_m2,424.0
Zap,Lagos del Country,Ven,Cas,area_m2,480.0
Zap,Cañadas de San Lorenzo,Ven,Cas,area_m2,82.0
Zap,Arauca I,Ven,Cas,area_m2,390.0
Zap,Valle Imperial,Ven,Cas,area_m2,156.0
Zap,Bosque de Las Lomas,Ven,Cas,area_m2,520.0
Zap,Colinas El Centinela,Ven,Cas,area_m2,292.0
Zap,Los Frailes,Ven,Cas,area_m2,580.0
Gdl,Jardines del Bosque,Ven,Cas,area_m2,400.0
Zap,Valle Imperial,Ven,Cas,area_m2,206.0
Zap,Puerta Aqua,Ven,Cas,area_m2,500.0
Zap,Villa Magna,Ven,Cas,area_m2,370.0
Zap,El Campestre,Ven,Cas,area_m2,185.0
Desconocido,Desconocida,Ven,Cas,area_m2,400.0
Zap,Royal Country,Ven,Cas,area_m2,460.0
Zap,Autódromo,Ven,Cas,area_m2,138.0
Zap,Altamira,Ven,Cas,area_m2,260.0
Gdl,Chapalita,Ven,Cas,area_m2,420.0
Gdl,Jardines del Bosque,Ven,Cas,area_m2,340.0
Zap,Jardines de San Ignacio,Ven,Cas,area_m2,302.0
Zap,Chapalita Oriente,Ven,Cas,area_m2,394.0
Zap,Solares,Ven,Cas,area_m2,256.0
Zap,La Estancia,Ven,Cas,area_m2,360.0
Zap,Villa La Cima,Ven,Cas,area_m2,430.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,375.0
Gdl,Monraz,Ven,Cas,area_m2,470.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,858.0
Desconocido,Desconocida,Ven,Cas,area_m2,292.0
Zap,Chapalita Sur,Ven,Cas,area_m2,350.0
Zap,Valle Imperial,Ven,Cas,area_m2,230.0
Gdl,Vallarta Norte,Ven,Cas,area_m2,460.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,280.0
Gdl,Americana,Ven,Cas,area_m2,650.0
Gdl,Americana,Ven,Cas,area_m2,520.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,576.0
Gdl,Jardines del Bosque,Ven,Cas,area_m2,450.0
Zap,Los Almendros,Ven,Cas,area_m2,179.0
Gdl,Americana,Ven,Cas,area_m2,450.0
Gdl,Chapalita,Ven,Cas,area_m2,500.0
Gdl,Postes Cuates,Ven,Cas,area_m2,354.0
Zap,Sendas Residencial G3,Ven,Cas,area_m2,171.0
Gdl,Vallarta Norte,Ven,Cas,area_m2,440.0
Gdl,Miravalle,Ven,Cas,area_m2,157.0
Zap,La Mesa de La Coronilla,Ven,Cas,area_m2,510.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,350.0
Zap,Colinas de La Abadía,Ven,Cas,area_m2,400.0
Zap,Real del Camichín 8469,Ven,Cas,area_m2,91.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,846.0
Zap,Alcázar Poniente,Ven,Cas,area_m2,497.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,350.0
Zap,Royal Country,Ven,Cas,area_m2,500.0
Zap,Los Molinos,Ven,Cas,area_m2,90.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,1408.0
Zap,Valle Imperial,Ven,Cas,area_m2,284.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,area_m2,550.0
Zap,Virreyes,Ven,Cas,area_m2,240.0
Zap,La Mesa de La Coronilla,Ven,Cas,area_m2,380.0
Desconocido,Desconocida,Ven,Cas,area_m2,234.0
Zap,Paseos Universidad,Ven,Cas,area_m2,290.0
Zap,Las Cumbres,Ven,Cas,area_m2,460.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,594.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,380.0
Zap,Arauca I,Ven,Cas,area_m2,360.0
Zap,Valle Imperial,Ven,Cas,area_m2,168.0
Zap,Valle Imperial,Ven,Cas,area_m2,190.0
Zap,Rancho Contento,Ven,Cas,area_m2,380.0
Gdl,Panorámica de Huentitán,Ven,Cas,area_m2,1459.0
Zap,Rancho Contento,Ven,Cas,area_m2,430.0
Zap,Arauca II,Ven,Cas,area_m2,405.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,500.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,420.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,1646.0
Zap,Jardín Real,Ven,Cas,area_m2,300.0
Zap,San Francisco,Ven,Cas,area_m2,480.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,285.0
Zap,Valle Imperial,Ven,Cas,area_m2,159.0
Gdl,Insurgentes,Ven,Cas,area_m2,176.0
Zap,Alcázar Poniente,Ven,Cas,area_m2,600.0
Zap,Coto Zoi,Ven,Cas,area_m2,170.0
Zap,Valle de San Nicolas,Ven,Cas,area_m2,99.0
Gdl,El Retiro,Ven,Cas,area_m2,159.0
Zap,Valle de Los Sauces,Ven,Cas,area_m2,96.0
Zap,Puerta Aqua,Ven,Cas,area_m2,380.0
Zap,Praderas de San Antonio,Ven,Cas,area_m2,102.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,500.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,400.0
Zap,Alianza de Cazadores Diana,Ven,Cas,area_m2,420.0
Zap,La Toscana,Ven,Cas,area_m2,380.0
Zap,Valle Real,Ven,Cas,area_m2,540.0
Gdl,Americana,Ven,Cas,area_m2,483.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,320.0
Zap,Colinas de La Abadía,Ven,Cas,area_m2,620.0
Zap,Arcos de Guadalupe,Ven,Cas,area_m2,578.0
Zap,La Estancia,Ven,Cas,area_m2,450.0
Zap,Monarca,Ven,Cas,area_m2,104.0
Gdl,Obrera,Ven,Cas,area_m2,243.0
Zap,Guadalajara (Technology Park),Ven,Cas,area_m2,207.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,320.0
Desconocido,Desconocida,Ven,Cas,area_m2,380.0
Zap,Solares Aveira,Ven,Cas,area_m2,310.0
Zap,Argenta Parque Residencial,Ven,Cas,area_m2,198.0
Zap,Valeira,Ven,Cas,area_m2,360.0
Zap,Arauca II,Ven,Cas,area_m2,300.0
Zap,Jardín Real,Ven,Cas,area_m2,400.0
Zap,La Mesa de La Coronilla,Ven,Cas,area_m2,490.0
Zap,Reserva Real,Ven,Cas,area_m2,550.0
Zap,Ayamonte,Ven,Cas,area_m2,550.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,480.0
Gdl,Americana,Ven,Cas,area_m2,550.0
Gdl,Mezquitán,Ven,Cas,area_m2,69.0
Zap,Ciudad de Los Niños,Ven,Cas,area_m2,331.0
Gdl,Americana,Ven,Cas,area_m2,179.0
Zap,Alianza de Cazadores Diana,Ven,Cas,area_m2,400.0
Gdl,Vallarta Norte,Ven,Cas,area_m2,480.0
Gdl,Country Club,Ven,Cas,area_m2,380.0
Zap,Los Frailes,Ven,Cas,area_m2,400.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,380.0
Zap,Pontevedra,Ven,Cas,area_m2,155.0
Zap,Sin Nombre,Ven,Cas,area_m2,450.0
Zap,Victoria,Ven,Cas,area_m2,752.0
Desconocido,Desconocida,Ven,Cas,area_m2,400.0
Gdl,Country Club,Ven,Cas,area_m2,580.0
Gdl,Huerta Baeza,Ven,Cas,area_m2,519.0
Zap,La Cima,Ven,Cas,area_m2,320.0
Zap,Colinas de San Javier,Ven,Cas,area_m2,620.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,330.0
Zap,Lomas de La Primavera,Ven,Cas,area_m2,541.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,700.0
Zap,Los Sauces,Ven,Cas,area_m2,230.0
Zap,El Centinela,Ven,Cas,area_m2,130.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,455.0
Gdl,Providencia 2a Sección,Ven,Cas,area_m2,492.0
Zap,La Moraleja,Ven,Cas,area_m2,90.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,178.0
Zap,Ciudad de Los Niños,Ven,Cas,area_m2,436.0
Zap,Colinas de La Abadía,Ven,Cas,area_m2,500.0
Zap,Jardines del Sol,Ven,Cas,area_m2,565.0
Zap,Arauca II,Ven,Cas,area_m2,350.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,550.0
Zap,Alcázar Oriente,Ven,Cas,area_m2,432.0
Zap,Jocotán,Ven,Cas,area_m2,300.0
Zap,Altamira,Ven,Cas,area_m2,409.0
Zap,Los Frailes,Ven,Cas,area_m2,550.0
Zap,La Mesa de La Coronilla,Ven,Cas,area_m2,550.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,690.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,646.0
Zap,Guadalajarita,Ven,Cas,area_m2,896.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,491.0
Zap,Solares Antara,Ven,Cas,area_m2,206.0
Zap,Parque Virreyes,Ven,Cas,area_m2,550.0
Zap,Madeiras,Ven,Cas,area_m2,177.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,419.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,900.0
Gdl,Italia Providencia,Ven,Cas,area_m2,322.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,613.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,400.0
Desconocido,Desconocida,Ven,Cas,area_m2,190.0
Zap,Olivos Residencial,Ven,Cas,area_m2,182.0
Zap,Jardines del Sol,Ven,Cas,area_m2,165.0
Zap,Colinas de San Javier,Ven,Cas,area_m2,650.0
Zap,Valle Imperial,Ven,Cas,area_m2,248.0
Zap,Chapalita Oriente,Ven,Cas,area_m2,776.0
Gdl,Jardines de Los Arcos,Ven,Cas,area_m2,420.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,842.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,320.0
Gdl,Lomas de Providencia,Ven,Cas,area_m2,330.0
Gdl,El Retiro,Ven,Cas,area_m2,210.0
Desconocido,Desconocida,Ven,Cas,area_m2,137.0
Zap,Soare Acantia I,Ven,Cas,area_m2,209.0
Zap,La Estancia,Ven,Cas,area_m2,330.0
Zap,Atlas Colomos,Ven,Cas,area_m2,468.0
Zap,Vistas del Sol,Ven,Cas,area_m2,663.0
Zap,Zotogrande,Ven,Cas,area_m2,480.0
Zap,Los Frailes,Ven,Cas,area_m2,480.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,500.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,570.0
Zap,Soare Acantia I,Ven,Cas,area_m2,200.0
Zap,Bosque de Las Lomas,Ven,Cas,area_m2,600.0
Zap,Los Castaños,Ven,Cas,area_m2,430.0
Gdl,Jardines Alcalde,Ven,Cas,area_m2,308.0
Zap,Valle Imperial,Ven,Cas,area_m2,272.0
Zap,Los Pinos,Ven,Cas,area_m2,1668.0
Desconocido,Desconocida,Ven,Cas,area_m2,550.0
Zap,El Tigre,Ven,Cas,area_m2,183.0
Zap,Sin Nombre,Ven,Cas,area_m2,550.0
Zap,Mítica Residencial,Ven,Cas,area_m2,308.0
Gdl,Chapalita,Ven,Cas,area_m2,500.0
Zap,El Vigía,Ven,Cas,area_m2,270.0
Zap,Los Frailes,Ven,Cas,area_m2,630.0
Zap,Base Aérea Militar No 5,Ven,Cas,area_m2,240.0
Zap,Soare Acantia I,Ven,Cas,area_m2,147.0
Zap,Mirador del Sol,Ven,Cas,area_m2,100.0
Gdl,San Juan de Dios,Ven,Cas,area_m2,540.0
Zap,Zotogrande,Ven,Cas,area_m2,630.0
Zap,Ciudad del Sol,Ven,Cas,area_m2,370.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,550.0
Desconocido,Desconocida,Ven,Cas,area_m2,282.0
Zap,Chapalita Oriente,Ven,Cas,area_m2,518.0
Zap,Santa Ana Tepetitlán,Ven,Cas,area_m2,265.0
Gdl,Country Club,Ven,Cas,area_m2,520.0
Zap,Zotogrande,Ven,Cas,area_m2,580.0
Zap,Reserva Real,Ven,Cas,area_m2,480.0
Zap,Coto F2 Sur Sivec,Ven,Cas,area_m2,165.0
Zap,Bosques Vallarta,Ven,Cas,area_m2,230.0
Zap,El Colli Urbano,Ven,Cas,area_m2,113.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,580.0
Zap,Soare Acantia I,Ven,Cas,area_m2,245.0
Zap,Royal Country,Ven,Cas,area_m2,322.0
Zap,Camichines Vallarta,Ven,Cas,area_m2,400.0
Zap,Villa Magna,Ven,Cas,area_m2,290.0
Gdl,Colinas de San Javier,Ven,Cas,area_m2,1226.0
Zap,San Francisco,Ven,Cas,area_m2,420.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,593.0
Zap,La Venta del Astillero,Ven,Cas,area_m2,110.0
Zap,Lomas del Valle,Ven,Cas,area_m2,620.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,350.0
Zap,La Estancia,Ven,Cas,area_m2,380.0
Gdl,Providencia 4a Sección,Ven,Cas,area_m2,700.0
Gdl,Ladrón de Guevara,Ven,Cas,area_m2,215.0
Zap,Reserva Real,Ven,Cas,area_m2,420.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,400.0
Desconocido,Desconocida,Ven,Cas,area_m2,420.0
Zap,Royal Country,Ven,Cas,area_m2,450.0
Zap,Arauca II,Ven,Cas,area_m2,380.0
Gdl,Prados Providencia,Ven,Cas,area_m2,380.0
Desconocido,Desconocida,Ven,Cas,area_m2,350.0
Zap,Alianza de Cazadores Diana,Ven,Cas,area_m2,280.0
Zap,Rancho Contento,Ven,Cas,area_m2,450.0
Gdl,Chapalita,Ven,Cas,area_m2,400.0
Zap,Reserva Real,Ven,Cas,area_m2,750.0
Zap,Praderas de San Antonio,Ven,Cas,area_m2,102.0
Zap,Puerta Aqua,Ven,Cas,area_m2,550.0
Gdl,Colinas de San Javier,Ven,Cas,area_m2,1399.0
Gdl,Jardines de Los Arcos,Ven,Cas,area_m2,227.0
Zap,El Prado,Ven,Cas,area_m2,1462.0
Zap,Valle Imperial,Ven,Cas,area_m2,198.0
Gdl,Miravalle,Ven,Cas,area_m2,116.0
Gdl,Jardines de Los Arcos,Ven,Cas,area_m2,480.0
Zap,Pinar de La Venta,Ven,Cas,area_m2,324.0
Zap,Palermo,Ven,Cas,area_m2,46.0
Zap,Los Pinos,Ven,Cas,area_m2,320.0
Zap,Santa Fe,Ven,Cas,area_m2,308.0
Gdl,Monraz,Ven,Cas,area_m2,350.0
Zap,Las Palmas,Ven,Cas,area_m2,350.0
Zap,Colinas del Rey,Ven,Cas,area_m2,225.0
Zap,Lomas del Fortín,Ven,Cas,area_m2,290.0
Zap,Jardines de Nuevo México,Ven,Cas,area_m2,194.0
Gdl,Prados Providencia,Ven,Cas,area_m2,420.0
Zap,Sin Nombre,Ven,Cas,area_m2,400.0
Zap,Jardines del Sol,Ven,Cas,area_m2,400.0
Desconocido,Desconocida,Ven,Cas,area_m2,450.0
Zap,Vallarta Universidad,Ven,Cas,area_m2,364.0
Zap,Puerta de Hierro,Ven,Cas,area_m2,650.0
Zap,Coto F2 Norte Sienna,Ven,Cas,area_m2,163.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,500.0
Zap,Campo Real,Ven,Cas,area_m2,175.0
Zap,El Colli Urbano,Ven,Cas,area_m2,102.0
Zap,Bosques de San Isidro (Las Cañadas),Ven,Cas,area_m2,650.0
Zap,Ciudad Granja,Ven,Cas,area_m2,450.0
Zap,Villa Universitaria,Ven,Cas,area_m2,314.0
Zap,Arauca II,Ven,Cas,area_m2,330.0
Zap,Puerta del Bosque,Ven,Cas,area_m2,614.0
Gdl,Chapalita,Ven,Cas,area_m2,125.0
Zap,Vistas del Sol,Ven,Cas,area_m2,1050.0
Zap,Alcázar Oriente,Ven,Cas,area_m2,530.0
Zap,Madeiras,Ven,Cas,area_m2,210.0
Gdl,Jardines del Country,Ven,Cas,area_m2,286.0
Gdl,Jardines del Bosque,Ven,Cas,area_m2,535.0
Desconocido,Desconocida,Ven,Cas,area_m2,520.0
Zap,Villa Universitaria,Ven,Cas,area_m2,315.0
Zap,Bosque de Las Lomas,Ven,Cas,area_m2,500.0
Desconocido,Desconocida,Ven,Cas,area_m2,104.0
Zap,Chapalita Sur,Ven,Cas,area_m2,326.0
Zap,Las Alamedas,Ven,Cas,area_m2,157.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,439.0
Zap,Madeiras,Ven,Cas,area_m2,99.0
Gdl,Jardines de Los Arcos,Ven,Cas,area_m2,370.0
Gdl,Jardines del Bosque,Ven,Cas,area_m2,275.0
Zap,Del Parque,Ven,Cas,area_m2,440.0
Gdl,Terranova,Ven,Cas,area_m2,394.0
Zap,Lagos del Country,Ven,Cas,area_m2,200.0
Zap,La Calma,Ven,Cas,area_m2,305.0
Zap,Virreyes,Ven,Cas,area_m2,356.0
Zap,El Vigía,Ven,Cas,area_m2,126.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,1414.0
Zap,Boreales,Ven,Cas,area_m2,165.0
Zap,Jardines de Guadalupe,Ven,Cas,area_m2,219.0
Zap,Azaleas,Ven,Cas,area_m2,435.0
Zap,Los Robles,Ven,Cas,area_m2,300.0
Zap,Las Lomas Golf Hábitat,Ven,Cas,area_m2,900.0
Zap,Puerta Las Lomas,Ven,Cas,area_m2,560.0
Zap,La Cima,Ven,Cas,area_m2,140.0
Gdl,El Dean,Ven,Cas,area_m2,89.0
Zap,Ciudad Bugambilias,Ven,Cas,area_m2,550.0
Gdl,Lomas del Country,Ven,Cas,area_m2,345.0
Zap,El Capullo,Ven,Cas,area_m2,402.0
Gdl,Lomas de Oblatos,Ven,Cas,area_m2,221.0
Gdl,Bosques de La Victoria,Ven,Cas,area_m2,210.0
Zap,Valle Real,Ven,Cas,area_m2,400.0
Zap,Lomas del Seminario,Ven,Cas,area_m2,320.0
